Event,TimeSinceStart,Days,Hours,Minutes,AvgPlantGrowth,SectionNumber,PlantType,NoOfSprinklers,NoOfHeaters,TempSensors,SoilSensors,HumiditySensor,WaterLevel,WaterNeed,SprinklerStatus,CurrentTempera,HeaterStatus,FertilizerLevel,LowDayLight,LowLightSeverity,PestAttack,PestSeverity,Power Failure,PowerOffTimeRemaining,Rain,RainTimeRemaining,WaterCutOff,WaterCutOffTimeRemaining
Sprinklers turned ON,57510,39,22,30,73.06,2,Corn,10,5,true,true,true,132.07,146.11,On,67.80,Off,3476.77,false,0.0,true,2.0,false,0,false,0,false,0,
Sprinklers turned OFF,57525,39,22,45,73.06,2,Corn,10,5,true,true,true,220.54,146.11,Off,67.80,Off,3476.77,false,0.0,true,2.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,57540,39,23,0,73.06,2,Corn,10,5,true,true,true,184.01,146.11,Off,63.80,Off,3476.77,false,0.0,true,1.0,false,0,false,0,false,0,
Sprinklers turned ON,57570,39,23,30,73.14,2,Corn,10,5,true,true,true,110.92,146.28,On,63.80,Off,3476.77,false,0.0,true,1.0,false,0,false,0,false,0,
Sprinklers turned OFF,57585,39,23,45,73.14,2,Corn,10,5,true,true,true,199.35,146.28,Off,63.80,Off,3476.77,false,0.0,true,1.0,false,0,false,0,false,0,
Plant Growth Slows due to Pest Attack,57600,40,0,0,73.14,2,Corn,10,5,true,true,true,162.78,146.28,Off,59.80,Off,3476.77,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,57600,40,0,0,73.22,2,Corn,10,5,true,true,true,162.78,146.44,Off,59.80,Off,3476.77,false,0.0,false,0.0,false,0,false,0,false,0,
Rain Starts,57600,40,0,0,73.22,2,Corn,10,5,true,true,true,162.78,146.44,Off,59.80,Off,2158.80,false,0.0,false,0.0,false,0,true,7,false,0,
Sprinklers turned ON,57615,40,0,15,73.22,2,Corn,10,5,true,true,true,128.65,146.44,On,59.80,Off,2158.80,false,0.0,false,0.0,false,0,true,7,false,0,
Sprinklers turned OFF,57630,40,0,30,73.22,2,Corn,10,5,true,true,true,211.14,146.44,Off,59.80,Off,2158.80,false,0.0,false,0.0,false,0,true,7,false,0,
Sprinklers turned ON,57660,40,1,0,73.22,2,Corn,10,5,true,true,true,137.92,146.44,On,59.80,Off,2158.80,false,0.0,false,0.0,false,0,true,7,false,0,
Sprinklers off because of Rain,57660,40,1,0,73.22,2,Corn,10,5,true,true,true,137.92,146.44,Off,52.80,Off,2158.80,false,0.0,false,0.0,false,0,true,7,false,0,
Sprinklers turned ON,57690,40,1,30,73.30,2,Corn,10,5,true,true,true,114.66,146.61,On,52.80,Off,2158.80,false,0.0,false,0.0,false,0,true,6,false,0,
Sprinklers turned OFF,57705,40,1,45,73.30,2,Corn,10,5,true,true,true,203.01,146.61,Off,52.80,Off,2158.80,false,0.0,false,0.0,false,0,true,6,false,0,
Sprinklers turned ON,57750,40,2,30,73.39,2,Corn,10,5,true,true,true,143.01,146.77,On,44.80,Off,2158.80,false,0.0,false,0.0,false,0,true,5,false,0,
Sprinklers turned OFF,57765,40,2,45,73.39,2,Corn,10,5,true,true,true,231.32,146.77,Off,44.80,Off,2158.80,false,0.0,false,0.0,false,0,true,5,false,0,
Heaters turned ON,57780,40,3,0,73.39,2,Corn,10,5,true,true,true,194.62,146.77,Off,36.80,On,2158.80,false,0.0,false,0.0,false,0,true,5,false,0,
Sprinklers turned ON,57825,40,3,45,73.47,2,Corn,10,5,true,true,true,134.46,146.94,On,40.40,On,2158.80,false,0.0,false,0.0,false,0,true,4,false,0,
Sprinklers turned OFF,57840,40,4,0,73.47,2,Corn,10,5,true,true,true,222.72,146.94,Off,41.60,On,2158.80,false,0.0,false,0.0,false,0,true,4,false,0,
Sprinklers turned ON,57900,40,5,0,73.55,2,Corn,10,5,true,true,true,125.66,147.11,On,43.40,On,2158.80,false,0.0,false,0.0,false,0,true,3,false,0,
Sprinklers off because of Rain,57900,40,5,0,73.55,2,Corn,10,5,true,true,true,125.66,147.11,Off,35.40,On,2158.80,false,0.0,false,0.0,false,0,true,3,false,0,
Sprinklers turned ON,57915,40,5,15,73.64,2,Corn,10,5,true,true,true,138.88,147.27,On,36.60,On,2158.80,false,0.0,false,0.0,false,0,true,2,false,0,
Sprinklers turned OFF,57930,40,5,30,73.64,2,Corn,10,5,true,true,true,227.06,147.27,Off,37.80,On,2158.80,false,0.0,false,0.0,false,0,true,2,false,0,
Sprinklers turned ON,57990,40,6,30,73.72,2,Corn,10,5,true,true,true,132.20,147.44,On,39.52,On,2158.80,false,0.0,false,0.0,false,0,true,1,false,0,
Sprinklers turned OFF,58005,40,6,45,73.72,2,Corn,10,5,true,true,true,220.34,147.44,Off,40.72,On,2158.80,false,0.0,false,0.0,false,0,true,1,false,0,
Sprinklers turned ON,58065,40,7,45,73.80,2,Corn,10,5,true,true,true,122.81,147.61,On,46.52,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58080,40,8,0,73.80,2,Corn,10,5,true,true,true,210.91,147.61,Off,47.72,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58110,40,8,30,73.89,2,Corn,10,5,true,true,true,137.07,147.77,On,53.12,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58125,40,8,45,73.89,2,Corn,10,5,true,true,true,219.25,147.77,Off,54.24,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58155,40,9,15,73.97,2,Corn,10,5,true,true,true,145.36,147.94,On,57.64,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58170,40,9,30,73.97,2,Corn,10,5,true,true,true,227.51,147.94,Off,58.76,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58215,40,10,15,74.05,2,Corn,10,5,true,true,true,116.56,148.11,On,65.36,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58230,40,10,30,74.05,2,Corn,10,5,true,true,true,204.53,148.11,Off,66.56,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58260,40,11,0,74.05,2,Corn,10,5,true,true,true,130.47,148.11,On,68.96,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58275,40,11,15,74.14,2,Corn,10,5,true,true,true,218.45,148.27,Off,71.16,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58305,40,11,45,74.14,2,Corn,10,5,true,true,true,144.31,148.27,On,73.56,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58320,40,12,0,74.14,2,Corn,10,5,true,true,true,232.24,148.27,Off,74.76,On,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,58320,40,12,0,74.14,2,Corn,10,5,true,true,true,232.24,148.27,Off,76.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58365,40,12,45,74.22,2,Corn,10,5,true,true,true,123.42,148.44,On,76.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58380,40,13,0,74.22,2,Corn,10,5,true,true,true,211.31,148.44,Off,76.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58410,40,13,30,74.30,2,Corn,10,5,true,true,true,137.05,148.61,On,81.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58425,40,13,45,74.30,2,Corn,10,5,true,true,true,224.90,148.61,Off,81.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58470,40,14,30,74.39,2,Corn,10,5,true,true,true,115.88,148.77,On,85.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58485,40,14,45,74.39,2,Corn,10,5,true,true,true,203.69,148.77,Off,85.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58515,40,15,15,74.47,2,Corn,10,5,true,true,true,129.30,148.94,On,89.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58530,40,15,30,74.47,2,Corn,10,5,true,true,true,217.06,148.94,Off,89.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58560,40,16,0,74.47,2,Corn,10,5,true,true,true,142.59,148.94,On,89.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58575,40,16,15,74.55,2,Corn,10,5,true,true,true,230.36,149.11,Off,94.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58620,40,17,0,74.55,2,Corn,10,5,true,true,true,121.01,149.11,On,94.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58635,40,17,15,74.64,2,Corn,10,5,true,true,true,208.73,149.27,Off,96.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58665,40,17,45,74.64,2,Corn,10,5,true,true,true,134.10,149.27,On,96.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58680,40,18,0,74.64,2,Corn,10,5,true,true,true,221.78,149.27,Off,96.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58710,40,18,30,74.72,2,Corn,10,5,true,true,true,147.10,149.44,On,93.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58725,40,18,45,74.72,2,Corn,10,5,true,true,true,228.90,149.44,Off,93.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58770,40,19,30,74.80,2,Corn,10,5,true,true,true,116.77,149.61,On,87.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58785,40,19,45,74.80,2,Corn,10,5,true,true,true,204.37,149.61,Off,87.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58815,40,20,15,74.89,2,Corn,10,5,true,true,true,129.57,149.77,On,81.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58830,40,20,30,74.89,2,Corn,10,5,true,true,true,217.12,149.77,Off,81.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58860,40,21,0,74.89,2,Corn,10,5,true,true,true,142.24,149.77,On,81.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58875,40,21,15,74.97,2,Corn,10,5,true,true,true,229.79,149.94,Off,75.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58920,40,22,0,74.97,2,Corn,10,5,true,true,true,119.83,149.94,On,75.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58935,40,22,15,75.05,2,Corn,10,5,true,true,true,207.35,150.11,Off,68.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,58965,40,22,45,75.05,2,Corn,10,5,true,true,true,132.30,150.11,On,68.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,58980,40,23,0,75.05,2,Corn,10,5,true,true,true,219.77,150.11,Off,68.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59010,40,23,30,75.14,2,Corn,10,5,true,true,true,147.18,150.27,On,65.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59025,40,23,45,75.14,2,Corn,10,5,true,true,true,234.61,150.27,Off,65.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,59040,41,0,0,75.22,2,Corn,10,5,true,true,true,197.04,150.44,Off,58.76,Off,2158.80,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,59040,41,0,0,75.22,2,Corn,10,5,true,true,true,197.04,150.44,Off,58.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59070,41,0,30,75.22,2,Corn,10,5,true,true,true,121.86,150.44,On,58.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59085,41,0,45,75.22,2,Corn,10,5,true,true,true,209.25,150.44,Off,58.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59115,41,1,15,75.30,2,Corn,10,5,true,true,true,134.03,150.61,On,54.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59130,41,1,30,75.30,2,Corn,10,5,true,true,true,221.38,150.61,Off,54.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59160,41,2,0,75.30,2,Corn,10,5,true,true,true,148.58,150.61,On,54.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59175,41,2,15,75.39,2,Corn,10,5,true,true,true,235.93,150.77,Off,49.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59220,41,3,0,75.39,2,Corn,10,5,true,true,true,122.85,150.77,On,49.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59235,41,3,15,75.47,2,Corn,10,5,true,true,true,210.16,150.94,Off,41.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59265,41,3,45,75.47,2,Corn,10,5,true,true,true,134.69,150.94,On,41.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59280,41,4,0,75.47,2,Corn,10,5,true,true,true,221.95,150.94,Off,41.76,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,59280,41,4,0,75.47,2,Corn,10,5,true,true,true,221.95,150.94,Off,33.76,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59310,41,4,30,75.55,2,Corn,10,5,true,true,true,146.44,151.11,On,36.16,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59325,41,4,45,75.55,2,Corn,10,5,true,true,true,233.66,151.11,Off,37.36,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59370,41,5,30,75.64,2,Corn,10,5,true,true,true,120.29,151.27,On,37.96,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59385,41,5,45,75.64,2,Corn,10,5,true,true,true,207.47,151.27,Off,39.16,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59415,41,6,15,75.72,2,Corn,10,5,true,true,true,131.83,151.44,On,34.56,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59430,41,6,30,75.72,2,Corn,10,5,true,true,true,218.97,151.44,Off,35.76,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59460,41,7,0,75.72,2,Corn,10,5,true,true,true,145.77,151.44,On,38.08,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59475,41,7,15,75.80,2,Corn,10,5,true,true,true,232.91,151.61,Off,41.28,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59520,41,8,0,75.80,2,Corn,10,5,true,true,true,121.74,151.61,On,44.80,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59535,41,8,15,75.89,2,Corn,10,5,true,true,true,208.83,151.77,Off,50.00,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59565,41,8,45,75.89,2,Corn,10,5,true,true,true,132.95,151.77,On,52.40,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59580,41,9,0,75.89,2,Corn,10,5,true,true,true,220.00,151.77,Off,53.60,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59610,41,9,30,75.97,2,Corn,10,5,true,true,true,144.07,151.94,On,57.00,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59625,41,9,45,75.97,2,Corn,10,5,true,true,true,231.09,151.94,Off,58.20,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59670,41,10,30,76.05,2,Corn,10,5,true,true,true,117.09,152.11,On,66.80,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59685,41,10,45,76.05,2,Corn,10,5,true,true,true,198.26,152.11,Off,67.92,On,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned OFF,59700,41,11,0,76.05,2,Corn,10,5,true,true,true,160.24,152.11,Off,74.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59715,41,11,15,76.14,2,Corn,10,5,true,true,true,122.21,152.27,On,74.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59730,41,11,30,76.14,2,Corn,10,5,true,true,true,209.14,152.27,Off,74.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59760,41,12,0,76.14,2,Corn,10,5,true,true,true,133.00,152.27,On,74.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59775,41,12,15,76.22,2,Corn,10,5,true,true,true,219.94,152.44,Off,76.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59805,41,12,45,76.22,2,Corn,10,5,true,true,true,143.71,152.44,On,76.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59820,41,13,0,76.22,2,Corn,10,5,true,true,true,230.60,152.44,Off,76.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59865,41,13,45,76.30,2,Corn,10,5,true,true,true,116.19,152.61,On,81.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59880,41,14,0,76.30,2,Corn,10,5,true,true,true,203.04,152.61,Off,81.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59910,41,14,30,76.39,2,Corn,10,5,true,true,true,129.24,152.77,On,84.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59925,41,14,45,76.39,2,Corn,10,5,true,true,true,216.04,152.77,Off,84.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,59955,41,15,15,76.47,2,Corn,10,5,true,true,true,139.66,152.94,On,89.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,59970,41,15,30,76.47,2,Corn,10,5,true,true,true,226.42,152.94,Off,89.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60000,41,16,0,76.47,2,Corn,10,5,true,true,true,149.95,152.94,On,89.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60015,41,16,15,76.55,2,Corn,10,5,true,true,true,236.72,153.11,Off,91.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60060,41,17,0,76.55,2,Corn,10,5,true,true,true,121.88,153.11,On,91.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60075,41,17,15,76.64,2,Corn,10,5,true,true,true,208.61,153.27,Off,94.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60105,41,17,45,76.64,2,Corn,10,5,true,true,true,134.52,153.27,On,94.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60120,41,18,0,76.64,2,Corn,10,5,true,true,true,221.21,153.27,Off,94.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60150,41,18,30,76.72,2,Corn,10,5,true,true,true,144.53,153.44,On,91.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60165,41,18,45,76.72,2,Corn,10,5,true,true,true,231.17,153.44,Off,91.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60210,41,19,30,76.80,2,Corn,10,5,true,true,true,116.04,153.61,On,84.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60225,41,19,45,76.80,2,Corn,10,5,true,true,true,202.64,153.61,Off,84.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60255,41,20,15,76.89,2,Corn,10,5,true,true,true,125.84,153.77,On,81.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60270,41,20,30,76.89,2,Corn,10,5,true,true,true,212.39,153.77,Off,81.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60300,41,21,0,76.89,2,Corn,10,5,true,true,true,135.51,153.77,On,81.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60315,41,21,15,76.97,2,Corn,10,5,true,true,true,222.06,153.94,Off,77.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60345,41,21,45,76.97,2,Corn,10,5,true,true,true,145.09,153.94,On,77.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60360,41,22,0,76.97,2,Corn,10,5,true,true,true,225.84,153.94,Off,77.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60390,41,22,30,77.05,2,Corn,10,5,true,true,true,148.83,154.11,On,72.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60405,41,22,45,77.05,2,Corn,10,5,true,true,true,235.30,154.11,Off,72.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60450,41,23,30,77.14,2,Corn,10,5,true,true,true,119.68,154.27,On,66.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60465,41,23,45,77.14,2,Corn,10,5,true,true,true,206.11,154.27,Off,66.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
New Day,60480,42,0,0,77.22,2,Corn,10,5,true,true,true,167.54,154.44,Off,62.12,Off,804.82,false,0.0,false,0.0,false,0,false,0,false,0,
No Random Event Happened,60480,42,0,0,77.22,2,Corn,10,5,true,true,true,167.54,154.44,Off,62.12,Off,-585.15,false,0.0,false,0.0,false,0,false,0,false,0,
Fertilizers Balanced,60480,42,0,0,77.22,2,Corn,10,5,true,true,true,167.54,154.44,Off,62.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60495,42,0,15,77.22,2,Corn,10,5,true,true,true,128.97,154.44,On,62.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60510,42,0,30,77.22,2,Corn,10,5,true,true,true,215.36,154.44,Off,62.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60540,42,1,0,77.22,2,Corn,10,5,true,true,true,138.14,154.44,On,62.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60555,42,1,15,77.30,2,Corn,10,5,true,true,true,218.77,154.61,Off,58.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60585,42,1,45,77.30,2,Corn,10,5,true,true,true,141.47,154.61,On,58.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60600,42,2,0,77.30,2,Corn,10,5,true,true,true,227.81,154.61,Off,58.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60630,42,2,30,77.39,2,Corn,10,5,true,true,true,150.47,154.77,On,55.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60645,42,2,45,77.39,2,Corn,10,5,true,true,true,236.77,154.77,Off,55.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60690,42,3,30,77.47,2,Corn,10,5,true,true,true,120.65,154.94,On,47.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60705,42,3,45,77.47,2,Corn,10,5,true,true,true,206.92,154.94,Off,47.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60735,42,4,15,77.55,2,Corn,10,5,true,true,true,129.45,155.11,On,42.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60750,42,4,30,77.55,2,Corn,10,5,true,true,true,215.67,155.11,Off,42.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60780,42,5,0,77.55,2,Corn,10,5,true,true,true,138.11,155.11,On,42.12,Off,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Heaters turned ON,60780,42,5,0,77.55,2,Corn,10,5,true,true,true,138.11,155.11,On,39.12,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60795,42,5,15,77.64,2,Corn,10,5,true,true,true,224.34,155.27,Off,40.32,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60825,42,5,45,77.64,2,Corn,10,5,true,true,true,149.29,155.27,On,42.64,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60840,42,6,0,77.64,2,Corn,10,5,true,true,true,235.47,155.27,Off,43.84,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60885,42,6,45,77.72,2,Corn,10,5,true,true,true,121.52,155.44,On,44.36,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60900,42,7,0,77.72,2,Corn,10,5,true,true,true,207.66,155.44,Off,45.56,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60930,42,7,30,77.80,2,Corn,10,5,true,true,true,129.90,155.61,On,48.96,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60945,42,7,45,77.80,2,Corn,10,5,true,true,true,215.99,155.61,Off,50.16,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,60975,42,8,15,77.89,2,Corn,10,5,true,true,true,138.19,155.77,On,53.56,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,60990,42,8,30,77.89,2,Corn,10,5,true,true,true,224.25,155.77,Off,54.76,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,61020,42,9,0,77.89,2,Corn,10,5,true,true,true,146.36,155.77,On,57.16,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,61035,42,9,15,77.97,2,Corn,10,5,true,true,true,232.42,155.94,Off,60.36,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned ON,61080,42,10,0,77.97,2,Corn,10,5,true,true,true,120.66,155.94,On,63.80,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
Sprinklers turned OFF,61110,42,10,30,78.05,2,Corn,10,5,true,true,true,286.95,156.11,Off,68.12,On,3764.51,false,0.0,false,0.0,false,0,false,0,false,0,
